review_id,review,rating,date,bank,source
d1936287-2cd4-4118-8d2b-cb462e657fe0,Good app,5,2025-05-06,CBE,Google Play
3cfd8f29-c33d-4b34-bfa7-356cdcbd156f,If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,1,2025-05-05,CBE,Google Play
88011c9f-8eb3-4adb-95f0-1019074fed3a,"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",5,2025-05-05,CBE,Google Play
d1fedfa5-8a6d-45cc-9fb8-1f9e01cf8347,CBE mobilr bankg,5,2025-05-05,CBE,Google Play
38d7f33f-12f9-4d70-b1a6-ef0aae1e4d95,wow,1,2025-05-05,CBE,Google Play
b1f04f29-8fe6-4446-9df9-74e588a4a8d9,verygood,3,2025-05-05,CBE,Google Play
c4960b4f-c494-4615-9849-f3683800d2b8,ممتاز جدا,5,2025-05-04,CBE,Google Play
c6d59280-734a-4d3d-84f6-0d02091e1841,it's very low quality application,1,2025-05-04,CBE,Google Play
e7d409dc-58c9-4a30-9754-662b48a7933e,Very Amazing Apps,5,2025-05-04,CBE,Google Play
41b2c599-aa63-49e9-86a9-e26cf57298d2,አዛ,1,2025-05-04,CBE,Google Play
fdf564b5-f7aa-409b-9ce7-14315a0ae6de,wow simple life,5,2025-05-04,CBE,Google Play
acc2b413-126f-4441-8845-b04786e177ed,it's nice,5,2025-05-03,CBE,Google Play
65bb9d75-2b25-4b12-9900-7ef5ad093f01,Why stacked sometimes,5,2025-05-03,CBE,Google Play
79fb5e82-0e3a-4637-8a8e-4892c36c39ed,good app,5,2025-05-03,CBE,Google Play
5824eb3e-d9db-4e5e-a603-d71b0a39d372,nice,5,2025-05-03,CBE,Google Play
49d563b3-630e-4ccf-ab23-41db5be07904,okay 👍 but sometimes busy,1,2025-05-03,CBE,Google Play
db30efe8-d36c-45b3-a88a-a096d885b19d,the worst commercial company that fails to do even the most normal things again and and again.,1,2025-05-03,CBE,Google Play
c0c87402-4abf-4397-aed3-f262e987006f,Very good app. but disappointed by general cessation of system.,5,2025-05-02,CBE,Google Play
46672c6b-b3d6-46b8-bf24-bd8d9bfa1d26,excellent,5,2025-05-02,CBE,Google Play
b4fbd61f-93af-423e-93c9-ee5a4fa36d52,good,5,2025-05-02,CBE,Google Play
8da689b6-3d78-435c-a4c2-84f40ddceaf6,Good and fast,5,2025-05-02,CBE,Google Play
07a9bd4f-1c24-4003-a30a-0910cf2eb566,Unreliable!,1,2025-05-02,CBE,Google Play
6514f962-9704-4f76-96eb-2d3c9f46520f,Best the best fast,5,2025-05-02,CBE,Google Play
19bbed73-ea2a-4feb-86db-ed6ab9c55322,good app,5,2025-05-02,CBE,Google Play
08250477-1dce-4095-a60a-2e5a58b5328a,happy,5,2025-05-02,CBE,Google Play
145a32b3-a471-4709-a919-a4de109d054b,fast and reliable,5,2025-05-02,CBE,Google Play
8e1471cd-e439-4ac7-9282-65df87507ded,network errorrrrrr,2,2025-05-02,CBE,Google Play
c85d0977-c9c0-4d19-b7ea-e06b2644cbf4,Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,4,2025-05-02,CBE,Google Play
d31781f4-4aed-42fd-9d1d-95a92c6362e6,its good and simple to use,5,2025-05-02,CBE,Google Play
0a0a8060-e705-4beb-ba45-309950590ec8,worest app like that bank for security and network access,1,2025-05-02,CBE,Google Play
e1f43717-6adc-4167-a220-c1d63010d91a,it's the best app i,5,2025-05-02,CBE,Google Play
f0f25442-7f25-4d59-8d5a-1e63d02a1a2c,not bad not good,1,2025-05-02,CBE,Google Play
4454f7ea-7781-45c6-a1ed-0b9ca614a480,its very nice,5,2025-05-02,CBE,Google Play
f413e57b-cec5-40e9-a3c2-f8d7646f39f7,do not work this week,3,2025-04-30,CBE,Google Play
0ebf2a93-ed7a-4e3a-badb-c7281b8b11b2,It crashes frequently,4,2025-04-30,CBE,Google Play
eda3ac69-95aa-44e7-b0e7-3c258cef55f8,the best,5,2025-04-28,CBE,Google Play
9750f00c-f69d-43ec-823f-5628b641af29,"I can simply describe this app as ""Making all your work easier"".",5,2025-04-28,CBE,Google Play
077db024-f2ae-4a69-894d-a2fb2645cfe1,goid,5,2025-04-28,CBE,Google Play
3302f67f-acb9-4c48-b29d-8fbbd8f27b97,best appearance,5,2025-04-27,CBE,Google Play
d2860204-ff12-472b-bed6-e6515fc1884b,it's very good 👍 app,5,2025-04-27,CBE,Google Play
a3bad1e6-822b-42a9-a9a4-1df68a499af8,I need support you,5,2025-04-27,CBE,Google Play
662c1854-4df6-4d52-b4d2-86102ca334e9,the worst Mobile banking i have ever seen in my life,1,2025-04-26,CBE,Google Play
8f3307de-dfed-40dd-9ba6-a3ebeefea12e,super,5,2025-04-26,CBE,Google Play
ace10926-f511-4ec8-8ca9-fdcb0d256e10,ጠጀጨገጀ።ጀገ,5,2025-04-26,CBE,Google Play
7efaaefe-875e-4e59-b935-b24ebe3a1a92,i like the app,5,2025-04-26,CBE,Google Play
4a720172-4541-4173-bc77-87faac38f736,the Best,1,2025-04-26,CBE,Google Play
0b849543-3446-4ad8-9df8-2be05254251f,nice,5,2025-04-26,CBE,Google Play
fc270963-a22a-41f9-bf01-7caefd9dab49,good,5,2025-04-26,CBE,Google Play
2fa891a0-875c-43c9-baae-7138facc187c,good,5,2025-04-25,CBE,Google Play
a7c22b2f-3aea-4010-aa73-edf0e0ec9e27,to other bank is bad,1,2025-04-25,CBE,Google Play
843be2d1-f54c-4e78-be57-e11c56f9230b,tank's,5,2025-04-25,CBE,Google Play
19e42848-3854-4d56-a198-a112b58d07a8,its good but add more features such like. bank statement showing,5,2025-04-24,CBE,Google Play
b6176c2c-358c-4398-a8da-440d3ffedc0d,it is so nice,5,2025-04-24,CBE,Google Play
3247ad74-f64c-4bad-bfb6-9e17ef86eb02,good,5,2025-04-21,CBE,Google Play
e024dac5-532c-4cc9-9d05-0d5a2ed34b10,Very Good👍,5,2025-04-21,CBE,Google Play
d68601b9-c13f-4b4d-8bc8-2cf4ba1bddf7,"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",2,2025-04-21,CBE,Google Play
e5755deb-8fd0-480c-a7a6-3ac0b1c872c0,"wow, amazing app",5,2025-04-21,CBE,Google Play
e6b11ddf-249d-40d7-946c-3108bc98aa8e,use ful,5,2025-04-21,CBE,Google Play
c38f22dd-c560-4596-acb8-044895ffdc45,Great app,5,2025-04-21,CBE,Google Play
36eaa2f6-9128-4deb-ad72-b6f080a7f99d,well app,5,2025-04-20,CBE,Google Play
5b49b7ad-cfe2-4e10-8f33-589fce3e8ee6,Actually it is inactive,4,2025-04-19,CBE,Google Play
1ee7970a-6383-4d1e-93fa-1f4e23f40517,good,4,2025-04-19,CBE,Google Play
